Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Ana Beatriz Teixeira,58,wdas-neves@example.net,"Pátio de Moraes, 79
Outro
84761-495 Freitas / SE",Robbery,DENIED,18,1,Land Rover Discovery Sport,2023,1,2023-03-07,931
Heitor Ferreira,68,bviana@example.com,"Pátio de Melo, 7
Suzana
13709-325 Rodrigues / PB",Robbery,DENIED,44,0,Mitsubishi Outlander,2014 ,3,2023-01-03,932
Juliana Gomes,42,rvieira@example.org,"Residencial Lucas Gabriel Monteiro, 11
Vila Copasa
42696651 da Luz da Prata / AP",Natural Phenomena,APPROVED,31,0,Infiniti QX60,2023,2,2023-05-22,771
Maria Sophia da Cruz,32,caldeiragustavo-henrique@example.com,"Lago Vitória Monteiro, 86
Outro
66822-154 Farias / SE",Fire,NOT USED,8,0,Infiniti QX70,2023,1,2023-01-25,933
Leonardo da Cruz,31,moreiravitoria@example.org,"Sítio Ana Júlia Sales, 899
Coração Eucarístico
81475373 Campos Alegre / RR",Natural Phenomena,NOT USED,45,1,Lancia Aurelia B24,1954,1,2023-07-22,934
Srta. Vitória da Luz,20,cardosoana-julia@example.org,"Trevo Joana da Paz
Vila Oeste
38350-111 Cardoso do Oeste / AP",Collision,NOT USED,2,0,Skoda Kodiaq,2023,1,2023-02-25,935
Alice das Neves,37,gustavo-henriqueviana@example.net,"Estrada de Dias, 50
Carlos Prates
78018361 Farias das Pedras / MT",Natural Phenomena,APPROVED,61,0,Chevrolet Equinox,2005,2,2023-01-23,936
Alice das Neves,37,gustavo-henriqueviana@example.net,"Estrada de Dias, 50
Carlos Prates
78018361 Farias das Pedras / MT",Natural Phenomena,APPROVED,61,0,Chevrolet Equinox,2023,2,2023-06-19,936
Mirella Lopes,34,maria-alicerocha@example.org,"Morro de Fernandes, 83
Cachoeirinha
80567127 da Cruz / GO",Fire,NOT USED,74,1,Peugeot 5008,2023,1,2023-03-02,937
Maria Alice Cardoso,53,calebe22@example.org,"Esplanada Castro, 896
Minaslandia
04041971 Almeida Paulista / DF",Natural Phenomena,NOT USED,9,1,Saab 9-3,2011,1,2023-06-22,938
Maria Vitória da Costa,39,goncalvesana@example.org,"Ladeira Vicente Lima, 1
Santa Amelia
48424-848 da Paz da Prata / AM",Collision,DENIED,4,0,Porsche 718 Boxster,2017,2,2022-07-30,939
Dra. Raquel Vieira,32,lucasnascimento@example.org,"Travessa Sales, 1
Cenaculo
91839-344 Novaes de Azevedo / SC",Natural Phenomena,DENIED,104,0,Opel/Vauxhall Corsa,2023,1,2023-08-14,940
Dr. Caio Sales,23,marcelo79@example.com,"Vereda de Araújo, 49
Ademar Maldonado
48878-137 Silva de Goiás / SP",Fire,NOT USED,108,0,Peugeot 308,2023,1,2022-12-17,941
Kamilly Rocha,58,pedro-lucasdias@example.org,"Lagoa Bárbara Caldeira
Santa Monica
10888-578 Campos do Galho / AM",Robbery,DENIED,52,0,Lucid Motors Lucid Air Dream Edition Performance,2022,1,2023-02-12,942
Maria Eduarda Fernandes,55,maria-sophianascimento@example.com,"Rodovia Cardoso, 939
Copacabana
77663022 Freitas do Galho / MA",Collision,DENIED,20,0,Volvo XC40 Recharge,2023,1,2023-04-11,943
Agatha Ramos,25,laragao@example.net,"Colônia Viana, 239
Estrela
58267-050 da Paz / PI",Collision,APPROVED,27,0,Mini Countryman,2023,1,2023-08-30,944
João Miguel Rezende,26,eloah48@example.org,"Travessa de Lima, 4
Marçola
87818-213 Souza / AP",Collision,NOT USED,93,1,Suzuki XL7,2023,2,2022-02-05,945
João Miguel Rezende,26,eloah48@example.org,"Travessa de Lima, 4
Marçola
87818-213 Souza / AP",Collision,NOT USED,93,1,Suzuki XL7,2020,2,2022-04-29,945
Sarah Melo,28,mouraalicia@example.net,"Favela Nascimento, 898
Vila Nossa Senhora Do Rosário
21495-712 Aragão / TO",Fire,NOT USED,101,1,Chrysler Voyager,2023,1,2022-02-08,946
Heitor Farias,27,rebecasouza@example.net,"Núcleo de Aragão, 995
Mirtes
60227415 Sales / RS",Fire,APPROVED,108,1,Nissan Pathfinder,2019,1,2022-06-16,947
Caroline Cunha,63,yda-mota@example.org,"Sítio Juliana da Costa, 966
Belmonte
77853394 Almeida do Sul / AL",Natural Phenomena,APPROVED,56,0,Zagato Alfa Romeo TZ3 Stradale,2011,1,2023-03-11,948
Luiz Otávio Melo,67,joao-felipecardoso@example.net,"Área de Nascimento, 80
Mirtes
05899-656 Castro de Goiás / PA",Collision,DENIED,10,0,Nissan Pathfinder,2019,1,2023-06-27,949
Juan Peixoto,47,afogaca@example.com,"Vila Guilherme da Luz, 96
São Lucas
26560-804 Porto / PA",Natural Phenomena,DENIED,78,0,Renault Arkana,2023,3,2023-01-03,950
Juan Peixoto,47,afogaca@example.com,"Vila Guilherme da Luz, 96
São Lucas
26560-804 Porto / PA",Natural Phenomena,DENIED,78,0,Renault Arkana,2022,3,2022-04-13,950
Bryan Castro,34,caldeiraalexia@example.com,"Chácara Jesus, 961
Dom Joaquim
60668-467 Moura / AL",Collision,DENIED,87,1,Toyota Highlander,2019,2,2023-04-13,951
Bryan Castro,34,caldeiraalexia@example.com,"Chácara Jesus, 961
Dom Joaquim
60668-467 Moura / AL",Collision,DENIED,87,1,Toyota Highlander,2020,2,2022-02-12,951
Rebeca Martins,35,xsouza@example.com,"Condomínio Davi Luiz Fogaça, 34
Buraco Quente
54622-366 Silva / PI",Robbery,APPROVED,32,1,Infiniti Q50,2023,1,2023-05-20,952
Nina Viana,36,marina96@example.org,"Pátio Santos, 24
Mangabeiras
90351410 Rocha / MA",Fire,APPROVED,17,0,SEAT Tarraco,2023,1,2023-06-05,953
Fernando das Neves,55,nogueiradavi-luiz@example.net,"Pátio da Luz, 57
Parque São Pedro
75192457 Ramos de da Mata / MT",Fire,NOT USED,55,1,Volkswagen Passat,1973,1,2023-08-08,954
Carolina Costa,46,jesuseloah@example.org,"Pátio de Campos, 94
Guarani
01560941 da Mata / BA",Fire,DENIED,31,0,Chevrolet Silverado 2500HD,1999,1,2023-11-16,955
Agatha da Rocha,20,wcastro@example.net,"Campo de Alves, 3
Frei Leopoldo
73808-605 Porto do Sul / SP",Fire,NOT USED,19,1,Chevrolet Spark,2013,1,2023-08-31,956
Enrico Rodrigues,41,joaoda-luz@example.com,"Quadra de Moraes, 15
Céu Azul
08804957 Freitas / MG",Robbery,DENIED,32,1,McLaren 570S,2016,1,2022-09-15,957
Fernanda Martins,28,pedro-lucas40@example.org,"Lagoa de Ferreira, 97
Novo Das Industrias
18619-852 Mendes / RJ",Natural Phenomena,APPROVED,109,0,Tesla Model S,2012,1,2022-12-27,958
Sr. Daniel Ramos,67,brenda92@example.com,"Recanto de Vieira
Vila Olhos D'água
71143-863 da Mota do Galho / BA",Collision,NOT USED,62,1,Renault Captur,2023,2,2022-06-20,959
Sr. Daniel Ramos,67,brenda92@example.com,"Recanto de Vieira
Vila Olhos D'água
71143-863 da Mota do Galho / BA",Collision,NOT USED,62,1,Renault Captur,2022,2,2022-01-20,959
Emilly Melo,20,stellarocha@example.com,"Sítio Olivia Campos
Primeiro De Maio
82360381 Pereira do Campo / PR",Natural Phenomena,APPROVED,78,1,Chevrolet Camaro,2010,2,2023-02-20,960
Emilly Melo,20,stellarocha@example.com,"Sítio Olivia Campos
Primeiro De Maio
82360381 Pereira do Campo / PR",Natural Phenomena,APPROVED,78,1,Chevrolet Camaro,2016,2,2022-08-08,960
Luiz Henrique da Paz,69,qfernandes@example.org,"Núcleo Costa, 47
Dom Joaquim
94214-808 Freitas da Praia / GO",Fire,APPROVED,3,0,Kia Optima,2019 ,1,2023-02-12,961
Brenda Pinto,50,larissa73@example.org,"Rodovia Paulo Ramos, 25
Independência
06837-236 Rezende / PB",Fire,NOT USED,60,0,Maserati Levante,2017 ,1,2023-02-28,962
Sra. Laura Teixeira,34,rezendepaulo@example.org,"Estação Caldeira, 50
Guarani
95083197 da Rosa de Correia / AL",Robbery,DENIED,103,0,Koenigsegg Agera RS,2015,1,2023-03-17,963
Isaac Araújo,58,da-cruzjuan@example.com,"Fazenda de Nascimento, 35
Vila Satélite
52952912 Dias / RR",Fire,NOT USED,37,1,McLaren 570S,2016,1,2023-09-11,964
Pedro Henrique Pereira,54,thomas52@example.net,"Travessa Alice Correia, 19
Mantiqueira
90900-324 Nogueira de Rezende / AM",Collision,APPROVED,17,0,Mahindra Alturas G4,2018 ,1,2022-09-14,965
Elisa Cardoso,51,rochaisabelly@example.com,"Colônia Ana Laura Araújo, 7
Pongelupe
09817-101 Martins / AC",Robbery,APPROVED,83,0,Infiniti QX60,2023,3,2022-01-07,712
Sr. Leonardo Araújo,44,davi-luizfogaca@example.net,"Favela Caldeira, 3
Nova Granada
40424-498 Fernandes / DF",Fire,DENIED,36,0,Audi A4,2016,1,2023-11-24,966
Dr. João Gabriel Pereira,59,jesusyasmin@example.org,"Feira Costa, 88
Mala E Cuia
62561134 Rezende / GO",Natural Phenomena,NOT USED,57,0,Land Rover Discovery Sport,2023,1,2022-08-29,967
Levi Jesus,64,aragaostephany@example.com,"Trecho Caroline Oliveira, 30
Rio Branco
68345501 da Mata Grande / ES",Collision,APPROVED,10,0,Lexus LS,1989,1,2022-09-14,968
Francisco Alves,24,fferreira@example.com,"Avenida de Campos, 84
Guaratã
56979-467 Azevedo / PR",Natural Phenomena,APPROVED,77,1,Ferrari 812 Superfast,2018 ,1,2022-05-10,969
Luiz Gustavo Araújo,21,juliana41@example.org,"Recanto Freitas, 60
Vila Nova Cachoeirinha 3ª Seção
69333628 Porto / SC",Fire,APPROVED,84,1,Alfa Romeo Giulia Quadrifoglio,2023,1,2023-08-09,970
Bernardo Cardoso,66,larissa19@example.com,"Avenida de Fernandes, 4
Vila São Paulo
53451-637 Campos de Farias / GO",Fire,DENIED,34,0,Hyundai Sonata,2018 ,1,2022-04-30,971
Sr. Theo Santos,41,larissafernandes@example.net,"Núcleo de da Cruz, 1
São Tomaz
63143-243 da Mota das Flores / AP",Robbery,NOT USED,81,1,Toyota Tacoma,2019,2,2023-06-07,972
Sr. Theo Santos,41,larissafernandes@example.net,"Núcleo de da Cruz, 1
São Tomaz
63143-243 da Mota das Flores / AP",Robbery,NOT USED,81,1,Toyota Tacoma,2020,2,2022-05-06,972
Evelyn Rocha,36,kcarvalho@example.net,"Morro Silveira
Vila Paris
35452130 Pinto / ES",Natural Phenomena,APPROVED,110,1,Rolls-Royce Wraith,2014,1,2022-05-25,973
Júlia Castro,32,marcela78@example.com,"Trevo Souza, 2
Tupi B
03497627 das Neves de Cardoso / ES",Collision,DENIED,93,0,Ferrari Roma,2021 ,1,2022-10-05,974
Manuela da Mata,40,maria-alicemendes@example.net,"Recanto Vieira, 80
Alta Tensão 1ª Seção
06177-911 Cavalcanti de Peixoto / GO",Fire,DENIED,108,1,Dodge RAM 1500,2023,1,2022-12-16,975
Sofia Costa,30,fda-conceicao@example.com,"Colônia Aragão, 632
Frei Leopoldo
38972224 da Mata de Minas / DF",Natural Phenomena,NOT USED,61,0,Infiniti QX80,2023,1,2023-07-11,976
Otávio Azevedo,31,cbarros@example.org,"Sítio Jesus, 20
Embaúbas
18226936 Rodrigues de Caldeira / GO",Robbery,DENIED,28,1,Volkswagen Jetta,1980,1,2022-12-10,977
Samuel Duarte,54,isabellada-cruz@example.com,"Sítio Duarte, 7
Mirante
56479-380 Moreira / DF",Natural Phenomena,APPROVED,56,0,Kia Optima,2019 ,1,2022-07-04,978
Carolina Azevedo,20,yagoduarte@example.org,"Praia de Cavalcanti, 51
Vila União
01584-387 Araújo do Sul / RO",Robbery,NOT USED,100,1,Mahindra Bolero,2001 ,1,2023-02-26,979
Fernanda Ramos,30,alexiada-rosa@example.com,"Área de da Cunha, 3
Alto Barroca
90013263 Castro / SP",Natural Phenomena,NOT USED,80,1,Chevrolet Camaro,2010,2,2022-08-30,980
Fernanda Ramos,30,alexiada-rosa@example.com,"Área de da Cunha, 3
Alto Barroca
90013263 Castro / SP",Natural Phenomena,NOT USED,80,1,Chevrolet Camaro,2016,2,2022-12-25,980
Cauê Correia,64,afogaca@example.com,"Lagoa Pereira, 16
Vila Petropolis
79265500 Mendes de Fernandes / PR",Robbery,APPROVED,37,1,Ferrari LaFerrari,2014 ,1,2023-03-06,981
Lucas da Mota,36,joao-felipecostela@example.com,"Largo de Pereira, 3
Mala E Cuia
18678-970 Carvalho da Prata / PI",Collision,NOT USED,32,0,Renault Koleos,2017,1,2023-03-21,982
Davi Luiz da Cruz,30,alanacampos@example.com,"Trecho Nicole da Costa
Marieta 1ª Seção
52317795 Nascimento de Azevedo / MS",Collision,NOT USED,101,1,Renault Captur,2023,2,2023-10-13,983
Davi Luiz da Cruz,30,alanacampos@example.com,"Trecho Nicole da Costa
Marieta 1ª Seção
52317795 Nascimento de Azevedo / MS",Collision,NOT USED,101,1,Renault Captur,2022,2,2023-11-15,983
Maysa Cunha,70,diogo69@example.com,"Vila Matheus Jesus, 45
Estrela
34138332 Silva / RS",Collision,APPROVED,81,0,Tesla Model 3,2017,2,2023-01-21,984
Enzo Gabriel Araújo,66,lopessofia@example.com,"Favela Francisco da Luz, 68
Virgínia
30582-272 Cardoso de Ramos / RR",Robbery,NOT USED,87,0,Lamborghini Countach,1974,2,2022-07-13,985
Enzo Gabriel Almeida,38,bruno14@example.org,"Estação Paulo Almeida, 73
Saudade
31387-418 Campos / DF",Fire,DENIED,34,0,Volvo XC40 Recharge,2023,1,2023-05-05,986
Lavínia Novaes,43,kmoraes@example.net,"Fazenda Moura
Santa Rita De Cássia
26933371 Moraes da Mata / AP",Collision,DENIED,64,1,Jaguar F-TYPE,2023,1,2022-05-26,987
Arthur da Costa,53,cunhamaria-cecilia@example.org,"Aeroporto Rebeca Cunha, 3
Grota
01977770 da Conceição / SP",Fire,NOT USED,103,0,Tata Motors Safari,2021,1,2023-07-28,988
Vicente Campos,40,correiabryan@example.com,"Distrito Pedro Henrique Barbosa, 32
Vila Da Paz
73025-007 da Cruz / CE",Robbery,APPROVED,88,1,Suzuki Ciaz,2023,1,2022-03-08,989
Lorena Melo,58,oliviaoliveira@example.net,"Vale Marina Lopes, 14
Lagoinha Leblon
72630536 Caldeira / TO",Fire,NOT USED,86,1,Lamborghini Diablo,1990,1,2023-09-20,990
Marcela da Rosa,55,nicolecosta@example.org,"Viela de Santos, 23
Nova Vista
23349-425 Campos / BA",Collision,DENIED,78,1,Lexus GS,1993,1,2023-06-14,991
Alana Nogueira,41,lpinto@example.net,"Recanto Freitas, 68
Santa Cecilia
69086-232 Teixeira / RR",Natural Phenomena,APPROVED,69,1,Lucid Motors Lucid Air,2022,1,2023-01-30,992
Júlia Ferreira,35,mduarte@example.com,"Esplanada Rodrigo Ribeiro, 401
Vila Paris
00348-012 Lima de Melo / MA",Robbery,DENIED,66,1,Chevrolet Corvette,1953,2,2023-04-27,993
Júlia Ferreira,35,mduarte@example.com,"Esplanada Rodrigo Ribeiro, 401
Vila Paris
00348-012 Lima de Melo / MA",Robbery,DENIED,66,1,Chevrolet Corvette,2020,2,2022-10-25,993
Vitor Hugo Rodrigues,23,joao-felipenovaes@example.org,"Condomínio Barros, 7
Diamante
04181-577 Souza do Norte / PB",Collision,APPROVED,74,1,Mitsubishi Outlander Sport,2011 ,2,2023-03-09,994
Bernardo Barros,56,rochafernanda@example.com,"Via Isadora Farias, 84
Glória
91177729 Alves / RN",Collision,NOT USED,94,1,Suzuki Across,2023,1,2023-05-28,995
Catarina Pereira,39,da-cruzvinicius@example.org,"Loteamento da Paz
Santo Agostinho
83595224 Aragão Verde / PR",Natural Phenomena,DENIED,93,1,Maserati Levante,2017 ,1,2022-05-30,996
Thomas Novaes,32,da-matajoaquim@example.com,"Ladeira Davi Luiz Caldeira, 43
Nova Cachoeirinha
15351-235 Dias de Ribeiro / MG",Collision,NOT USED,99,1,Infiniti QX70,2023,1,2023-11-12,997
Yuri Cardoso,35,ldas-neves@example.com,"Condomínio Nunes, 21
Conjunto Providencia
57375-942 da Conceição Grande / SP",Natural Phenomena,APPROVED,16,0,Cadillac XT5,2023,4,2023-04-05,927
Emanuella Silva,43,calebe85@example.org,"Condomínio Gomes, 96
Aeroporto
03025187 da Cunha Verde / BA",Natural Phenomena,NOT USED,2,0,Toyota Tacoma,2019,2,2023-07-30,998
Emanuella Silva,43,calebe85@example.org,"Condomínio Gomes, 96
Aeroporto
03025187 da Cunha Verde / BA",Natural Phenomena,NOT USED,2,0,Toyota Tacoma,2020,2,2022-03-26,998
Emanuel Jesus,69,joaquimmoraes@example.org,"Quadra de Nunes, 46
Bonfim
06088-667 Cardoso / GO",Robbery,DENIED,41,0,Jaguar XF,2023,1,2022-08-10,999
Ana Clara Rezende,69,da-matamaria-clara@example.org,"Praça de Novaes, 37
São João
58636036 Oliveira dos Dourados / AM",Collision,DENIED,59,0,SEAT Leon,2023,1,2023-03-31,1000
Miguel Farias,69,silveiraotavio@example.net,"Esplanada de Rocha, 6
João Paulo Ii
56442-599 Novaes das Pedras / CE",Collision,DENIED,64,0,Caterham Seven 360,2023,1,2022-10-13,1001
Joaquim Rocha,26,da-rosahenrique@example.org,"Favela Leonardo Lima
Serra Verde
21549-836 da Rosa / PE",Robbery,DENIED,37,1,Renault Koleos,2017,2,2023-07-20,495
Luiz Miguel da Rocha,48,estherdas-neves@example.com,"Conjunto Alana Aragão, 91
Grotinha
69006157 Duarte / PB",Fire,NOT USED,24,0,Volvo XC40,2023,1,2022-06-22,1002
Benício da Rocha,36,yda-conceicao@example.com,"Distrito Camila Barbosa, 87
Suzana
35844961 Ribeiro / SE",Fire,NOT USED,52,1,Volvo C40 Recharge,2023,1,2022-11-01,1003
Dr. Luiz Felipe Ribeiro,24,arthurcardoso@example.net,"Trevo Joaquim Porto, 584
Anchieta
81159-116 Oliveira dos Dourados / MG",Natural Phenomena,DENIED,92,1,Audi Q5,2018,2,2022-05-15,1004
Nathan Martins,39,peixotoluiz-felipe@example.org,"Loteamento Jesus, 152
Santa Sofia
14331743 Nascimento do Norte / BA",Collision,DENIED,83,1,Lexus NX,2015,1,2023-08-26,1005
Isadora Fogaça,46,pietroda-costa@example.com,"Estrada de Jesus, 45
Dom Cabral
07128-659 Barros do Galho / BA",Natural Phenomena,NOT USED,10,0,Toyota Tacoma,2019,2,2023-04-21,1006
Isadora Fogaça,46,pietroda-costa@example.com,"Estrada de Jesus, 45
Dom Cabral
07128-659 Barros do Galho / BA",Natural Phenomena,NOT USED,10,0,Toyota Tacoma,2020,2,2022-07-12,1006
Agatha da Mata,26,ana-carolinada-paz@example.net,"Jardim Costela, 52
Tiradentes
54649-094 Pinto do Campo / AC",Fire,APPROVED,77,1,Genesis GV90,2023,1,2022-08-10,1007
Renan Almeida,36,larissa52@example.com,"Vale Nunes, 40
São Luiz
52851-811 da Paz / CE",Natural Phenomena,DENIED,84,1,Maserati Levante,2017 ,1,2023-05-26,1008
Gustavo Henrique Gonçalves,41,vitor60@example.com,"Loteamento Otávio Peixoto
Vila Nova Cachoeirinha 3ª Seção
30203061 Alves do Campo / MG",Natural Phenomena,DENIED,70,1,SEAT Ibiza,2023,1,2022-04-07,1009
Ana Azevedo,43,dsouza@example.org,"Parque das Neves, 766
Universo
81361469 Duarte de Ferreira / MS",Fire,NOT USED,82,1,Dodge RAM 3500,2023,1,2023-10-27,1010
Dr. Calebe da Cruz,38,yuri59@example.org,"Chácara Santos
Maria Virgínia
25972161 Aragão de Goiás / RJ",Collision,NOT USED,26,1,Zagato Aston Martin DB4 GT Zagato,1961,1,2023-10-20,1011
Alícia Souza,55,rafaelafernandes@example.com,"Núcleo Costa, 948
Santa Sofia
78019299 Silva da Mata / PR",Robbery,DENIED,48,1,Dodge Challenger SRT Demon,2018,1,2022-07-13,1012
Bernardo Rodrigues,31,brendaviana@example.org,"Recanto Vitor Hugo Peixoto, 7
Vila Minaslandia
89164158 Silveira do Galho / DF",Robbery,NOT USED,13,1,SEAT Born,2023,1,2023-04-14,1013
Vitor Hugo Moreira,40,lauraalves@example.com,"Sítio João Lucas Araújo, 692
Indaiá
55010-414 Moraes / RS",Fire,DENIED,1,1,Cadillac CT5,2023,1,2023-11-01,1014
Vitor Gabriel Lopes,33,agatha75@example.net,"Largo Brenda Melo, 2
São João Batista
72843-429 Campos do Galho / SE",Fire,NOT USED,8,1,Chevrolet Corvette,1953,2,2023-07-04,1015
Vitor Gabriel Lopes,33,agatha75@example.net,"Largo Brenda Melo, 2
São João Batista
72843-429 Campos do Galho / SE",Fire,NOT USED,8,1,Chevrolet Corvette,2020,2,2022-11-02,1015
Sr. Arthur Lopes,40,freitasthiago@example.net,"Travessa de da Mata, 9
Novo Aarão Reis
06911965 Viana / PA",Collision,DENIED,105,0,Mahindra Alturas G4,2018 ,1,2022-01-02,1016
Esther Cardoso,23,gsilva@example.net,"Setor Duarte, 22
Piraja
01119447 Vieira / MT",Collision,NOT USED,38,1,Toyota RAV4,2019,2,2022-09-08,1017
Esther Cardoso,23,gsilva@example.net,"Setor Duarte, 22
Piraja
01119447 Vieira / MT",Collision,NOT USED,38,1,Toyota RAV4,2020,2,2023-05-25,1017
Marcelo da Cruz,46,ana-luizabarros@example.net,"Praça Marcela da Conceição
Ernesto Nascimento
65532-736 Freitas do Galho / SP",Natural Phenomena,DENIED,46,1,Peugeot 5008,2023,1,2023-05-16,1018
Marcos Vinicius Cavalcanti,27,mouragabriela@example.com,"Avenida de da Rosa
São João Batista
80635-361 Jesus Verde / MA",Collision,DENIED,80,1,Ram 1500,2023,1,2023-09-27,1019
Sr. Antônio Nascimento,50,fcastro@example.com,"Núcleo Pietra Almeida, 48
Vila Antena Montanhês
90018-606 Sales / MS",Fire,DENIED,99,1,Volkswagen Tiguan,2007,1,2022-05-03,1020
Vitor Gabriel Carvalho,40,joao-lucas43@example.net,"Lago de das Neves, 41
Zilah Sposito
03459987 Cavalcanti / RO",Natural Phenomena,DENIED,97,1,Kia Soul,2020 ,1,2023-02-20,1021
Sophia da Luz,44,vianavitor@example.net,"Ladeira da Paz, 7
Vila Nova Paraíso
88743544 Barbosa / RS",Natural Phenomena,NOT USED,98,0,Alpina B3,2023,1,2022-04-12,1022
Srta. Raquel Cavalcanti,63,pfarias@example.org,"Vereda de Duarte, 47
Marilandia
82948-100 Fogaça / PB",Natural Phenomena,APPROVED,47,0,Ford Edge,2015,1,2023-09-10,1023
Sarah Moreira,46,martinsmaria-cecilia@example.com,"Alameda de da Luz, 433
Barão Homem De Melo 1ª Seção
02859-973 Rodrigues de Costa / TO",Natural Phenomena,DENIED,15,1,Chevrolet Silverado 2500HD,1999,1,2023-04-15,1024
Maria Cecília Mendes,46,da-motaaugusto@example.net,"Morro de Costela, 65
Minaslandia
12904-860 Viana / AL",Natural Phenomena,APPROVED,49,1,Toyota 86,2020,1,2023-10-02,1025
Yasmin Duarte,43,oliveiraagatha@example.net,"Favela Pires, 4
Luxemburgo
99899-298 Nascimento / RR",Natural Phenomena,NOT USED,81,1,Vauxhall Vivaro,2023,3,2022-07-16,1026
André Ramos,70,nunesraquel@example.com,"Vale Alexia Cunha
Vila Oeste
73264875 da Paz de Porto / AP",Collision,DENIED,14,1,Cadillac Escalade,2023,1,2022-12-27,1027
Ana Carolina Oliveira,55,kfreitas@example.com,"Vereda da Mata, 82
Independência
26616159 da Rosa / PB",Collision,DENIED,76,1,Alpina B3,2023,1,2022-06-16,1028
Noah Teixeira,27,murilocastro@example.org,"Vereda Vieira, 294
Serra
33502125 Rezende / BA",Robbery,NOT USED,51,1,Zagato Alfa Romeo TZ3 Stradale,2011,1,2022-10-31,1029
Sr. Luiz Gustavo Porto,24,raquelfreitas@example.org,"Trecho de Moura
Carmo
15592-685 Rocha / RS",Fire,APPROVED,66,0,Ferrari 488 GTB,2016 ,1,2022-07-15,1030
Agatha Fogaça,49,oliviaalves@example.net,"Rodovia Aragão, 5
Primeiro De Maio
81184443 Viana da Serra / AM",Robbery,APPROVED,110,0,Ram 2500,2023,1,2022-04-13,1031
Ana Laura Cardoso,51,maria-cecilia53@example.net,"Jardim da Rosa, 4
Planalto
06718295 Fogaça / PE",Fire,APPROVED,47,1,Audi Q5,2018,1,2023-02-12,1032
Samuel Novaes,40,joao-vitor02@example.org,"Rua Luiz Felipe Oliveira, 36
Renascença
61898-681 das Neves / MG",Fire,DENIED,70,1,Koenigsegg Agera RS,2015,1,2022-11-09,1033
Helena Fernandes,36,lorenzo31@example.com,"Sítio Juan Fogaça, 84
Cenaculo
42586934 Costa da Mata / MA",Robbery,APPROVED,9,0,Tata Motors Thar,2020,1,2022-11-13,1034
Vitor Gabriel Barros,33,voliveira@example.net,"Setor Ian Moura, 65
São Benedito
49292053 Costela de Monteiro / PR",Collision,APPROVED,47,0,Volvo XC40,2023,1,2022-09-19,1035
Srta. Emanuella da Cunha,26,da-mataana@example.com,"Distrito Marcelo Pires, 26
Vila Nossa Senhora Do Rosário
18253-496 Farias das Pedras / RJ",Natural Phenomena,DENIED,94,1,Dodge Grand Caravan,1984,1,2023-12-23,1036
Srta. Lívia Barbosa,55,maria77@example.net,"Vereda Vieira, 142
Vila Barragem Santa Lúcia
94328-625 Martins / BA",Robbery,DENIED,70,0,Cadillac CT5,2023,1,2023-06-26,1037
Dr. Thiago Pires,68,cda-paz@example.org,"Loteamento Fernandes, 89
Chácara Leonina
69532547 da Paz / ES",Collision,NOT USED,68,1,Renault Clio,2023,2,2023-08-17,1038
Dr. Thiago Pires,68,cda-paz@example.org,"Loteamento Fernandes, 89
Chácara Leonina
69532547 da Paz / ES",Collision,NOT USED,68,1,Renault Clio,2020,2,2023-03-13,1038
Mirella Moraes,36,fernando94@example.com,"Estrada Gomes, 63
Nova Granada
45736667 Novaes / SP",Natural Phenomena,APPROVED,34,0,Mitsubishi Mirage,2014 ,1,2023-03-01,1039
Pedro Miguel Cardoso,62,davi-luccada-rocha@example.net,"Colônia João Gabriel da Rosa, 8
Jardim Vitoria
47075255 Costa / SE",Robbery,APPROVED,93,1,Ferrari California T,2015 ,1,2023-04-06,1040
João Felipe Cardoso,38,esantos@example.net,"Aeroporto Gonçalves, 4
Santa Inês
93108-464 Costela da Serra / MA",Natural Phenomena,APPROVED,40,1,Citroën C3 Aircross,2023,1,2023-11-23,1041
Ian Caldeira,38,claricedas-neves@example.com,"Núcleo Theo Porto
Cenaculo
60490851 Moraes / RN",Robbery,APPROVED,81,1,Chrysler Pacifica Hybrid,2023,1,2023-04-01,1042
Danilo Gomes,35,rodriguesemilly@example.net,"Praça Gomes, 121
São Jorge 1ª Seção
76184825 Sales das Flores / SE",Collision,NOT USED,1,0,Hyundai Tucson,2016 ,1,2022-01-09,1043
Theo Ramos,23,rebeca07@example.net,"Aeroporto de Almeida, 43
São Geraldo
64156251 Freitas Paulista / RR",Collision,NOT USED,70,0,Lexus UX,2019,1,2023-05-02,1044
Davi Lucas Dias,70,maria-luiza09@example.net,"Lagoa Manuela da Conceição
Cônego Pinheiro 2ª Seção
50019177 Carvalho / PE",Collision,DENIED,60,0,Caterham Seven 170,2023,1,2022-10-28,1045
Emilly Cavalcanti,32,beniciocaldeira@example.com,"Quadra de Costa, 146
Acaiaca
02301014 Martins da Praia / SC",Natural Phenomena,NOT USED,94,1,McLaren Artura,2022,1,2022-03-19,1046
Dr. Bryan Carvalho,64,correiaevelyn@example.net,"Avenida de Moreira, 3
Minaslandia
73843-266 Almeida de Gonçalves / PE",Collision,APPROVED,22,0,Opel/Vauxhall Corsa,2023,1,2022-05-21,1047
Gabrielly Novaes,66,santoscaroline@example.org,"Trecho de da Mata, 496
São Sebastião
84256099 Gomes / AC",Fire,NOT USED,91,0,SEAT Tarraco,2023,1,2022-10-07,1048
